age,job,marital,education,default,balance,housing,loan,campaign,day,month,duration,y
51,management,married,secondary,no,1250,yes,no,2,12,may,209,no
60,self-employed,married,secondary,no,18,yes,yes,4,12,may,399,no
37,technician,single,tertiary,no,1894,yes,no,1,12,may,1925,no
42,blue-collar,married,primary,no,-407,yes,yes,7,12,may,829,yes
48,blue-collar,single,secondary,no,574,no,no,2,12,may,328,no
33,management,single,tertiary,no,1150,yes,no,2,12,may,109,no
41,blue-collar,divorced,secondary,no,139,yes,no,3,12,may,178,no
35,admin.,married,secondary,no,614,yes,no,2,12,may,242,no
28,blue-collar,married,secondary,no,337,yes,no,2,12,may,450,no
36,blue-collar,married,secondary,no,129,yes,no,4,12,may,183,no
36,technician,single,secondary,no,75,yes,no,2,12,may,485,no
49,management,divorced,secondary,no,1598,yes,no,2,12,may,76,no
37,management,married,tertiary,no,1949,yes,no,2,12,may,328,no
47,blue-collar,married,secondary,no,802,yes,yes,2,12,may,289,yes
33,management,divorced,tertiary,no,-634,yes,yes,2,12,may,163,no
44,management,married,tertiary,no,870,yes,yes,2,12,may,118,no
27,admin.,single,secondary,no,292,yes,no,9,12,may,53,no
29,student,single,secondary,no,3872,yes,no,2,12,may,453,no
37,admin.,single,primary,no,912,yes,no,3,12,may,637,yes
59,admin.,married,secondary,no,1575,yes,no,3,12,may,301,no
46,blue-collar,married,primary,no,4170,yes,yes,2,12,may,118,no
36,blue-collar,married,secondary,no,4986,yes,no,2,12,may,139,no
28,student,single,secondary,no,197,yes,no,1,12,may,32,no
58,blue-collar,married,primary,no,1596,yes,no,2,12,may,470,no
54,blue-collar,married,secondary,no,143,yes,no,2,12,may,278,no
43,blue-collar,married,primary,no,-98,yes,yes,2,12,may,112,no
48,blue-collar,married,primary,no,89,yes,no,4,12,may,34,no
57,management,married,primary,no,785,yes,no,1,12,may,169,no
31,admin.,single,tertiary,no,355,yes,no,1,12,may,609,yes
38,management,single,tertiary,no,3646,yes,no,2,12,may,1710,yes
50,admin.,single,secondary,no,5816,yes,no,1,12,may,217,no
35,unemployed,married,secondary,no,194,yes,no,3,12,may,192,no
47,blue-collar,married,unknown,no,1044,yes,no,6,12,may,208,no
36,blue-collar,married,secondary,no,98,yes,no,1,12,may,415,no
33,admin.,single,secondary,no,-15,no,no,3,12,may,326,no
50,blue-collar,divorced,primary,no,15,yes,no,2,12,may,173,no
40,management,single,tertiary,no,-50,yes,no,2,12,may,306,no
40,services,married,secondary,no,1116,yes,no,5,12,may,350,no
40,blue-collar,married,primary,no,1411,yes,no,2,12,may,224,no
46,technician,married,secondary,no,3,yes,yes,3,12,may,614,yes
40,blue-collar,married,secondary,no,327,yes,no,2,12,may,474,no
54,retired,married,primary,no,-58,no,no,4,12,may,143,no
54,technician,divorced,secondary,no,-11,yes,no,4,12,may,168,no
45,technician,married,primary,no,-158,yes,no,2,12,may,317,no
39,technician,married,unknown,no,0,yes,no,3,12,may,106,no
40,admin.,married,unknown,no,9110,yes,no,6,12,may,234,no
52,blue-collar,married,secondary,no,555,yes,no,2,12,may,314,no
44,self-employed,single,tertiary,no,2734,yes,no,4,12,may,897,yes
45,blue-collar,married,primary,no,644,yes,no,2,12,may,422,no
36,services,single,secondary,no,0,yes,no,6,12,may,398,yes
32,student,single,tertiary,no,61,yes,no,3,12,may,130,no
32,technician,single,secondary,no,0,yes,no,4,12,may,61,no
49,blue-collar,married,secondary,no,5058,no,no,2,12,may,255,no
31,technician,married,secondary,no,465,yes,no,3,12,may,259,no
30,blue-collar,married,primary,no,190,no,no,2,12,may,29,no
40,services,married,secondary,no,1836,yes,no,2,12,may,750,yes
35,admin.,married,secondary,no,2321,yes,no,2,12,may,306,no
39,management,married,tertiary,no,1425,yes,no,3,12,may,775,yes
43,technician,married,secondary,no,422,yes,no,2,12,may,181,no
43,blue-collar,married,primary,no,-25,yes,no,4,12,may,254,no
44,technician,single,secondary,no,285,yes,no,3,12,may,373,no
45,blue-collar,married,secondary,no,3092,yes,yes,2,12,may,180,no
33,blue-collar,married,secondary,no,2279,yes,no,3,12,may,123,no
40,blue-collar,married,primary,no,14,yes,no,4,12,may,135,no
49,blue-collar,married,primary,no,3028,yes,no,2,12,may,216,no
36,services,married,secondary,no,257,yes,no,2,12,may,86,no
25,student,single,secondary,no,1116,yes,no,2,12,may,85,no
48,blue-collar,married,secondary,no,525,yes,no,2,12,may,325,no
33,services,married,secondary,no,204,yes,yes,2,12,may,142,no
49,services,married,secondary,no,-301,yes,no,4,12,may,187,no
52,retired,single,secondary,no,316,no,no,3,12,may,463,no
41,blue-collar,married,primary,no,5560,yes,no,2,12,may,280,no
56,admin.,married,secondary,no,550,yes,no,2,12,may,398,no
45,self-employed,divorced,tertiary,no,963,yes,no,5,12,may,528,yes
31,blue-collar,married,primary,no,-199,yes,yes,5,12,may,149,no
49,management,divorced,tertiary,no,108,yes,no,2,12,may,288,no
41,admin.,married,secondary,no,124,yes,no,3,12,may,191,no
38,admin.,married,secondary,no,4196,yes,no,2,12,may,193,no
40,services,divorced,secondary,no,209,yes,no,2,12,may,302,no
38,blue-collar,married,primary,no,14,yes,yes,2,12,may,317,no
31,student,single,secondary,no,241,yes,no,5,12,may,211,no
45,blue-collar,married,secondary,no,3412,yes,no,2,12,may,101,no
36,technician,married,secondary,no,186,yes,no,3,12,may,187,no
40,admin.,married,primary,no,129,yes,no,3,12,may,464,no
51,services,single,primary,no,2499,yes,no,5,12,may,98,no
36,self-employed,single,secondary,no,74,yes,yes,2,12,may,198,no
38,blue-collar,single,primary,no,947,yes,no,2,12,may,361,no
28,services,single,secondary,no,159,yes,no,2,12,may,345,no
38,blue-collar,married,primary,no,481,yes,no,5,12,may,114,no
34,blue-collar,married,primary,no,373,yes,no,2,12,may,481,no
32,technician,married,secondary,no,465,yes,no,2,12,may,210,no
59,admin.,married,secondary,no,145,yes,no,2,12,may,556,yes
37,technician,married,secondary,no,64,yes,no,4,12,may,239,no
31,management,single,tertiary,no,2592,no,no,2,12,may,349,no
45,management,married,tertiary,no,677,yes,no,3,12,may,253,no
43,blue-collar,married,unknown,no,245,yes,yes,4,12,may,112,no
37,admin.,married,secondary,no,1193,no,no,2,12,may,396,no
46,admin.,divorced,secondary,no,984,yes,no,4,12,may,181,no
55,housemaid,married,secondary,no,167,yes,no,3,12,may,178,no
39,blue-collar,married,secondary,no,5092,yes,no,2,12,may,206,no
44,blue-collar,single,secondary,no,492,no,yes,2,12,may,209,no
36,blue-collar,married,primary,no,356,yes,yes,4,12,may,692,no
52,housemaid,married,secondary,no,411,yes,no,3,12,may,210,no
58,entrepreneur,married,primary,no,1153,yes,yes,6,12,may,206,no
52,retired,married,primary,no,752,yes,no,4,12,may,339,no
38,blue-collar,married,secondary,no,1556,yes,no,3,12,may,191,no
34,blue-collar,married,secondary,no,634,no,yes,3,12,may,737,yes
43,blue-collar,married,primary,no,555,yes,no,2,12,may,175,no
29,services,divorced,secondary,no,161,yes,yes,5,12,may,286,no
36,services,single,secondary,no,590,yes,no,3,12,may,170,no
38,technician,divorced,secondary,no,5733,yes,no,8,12,may,173,no
49,services,married,secondary,no,271,yes,yes,2,12,may,541,no
60,blue-collar,married,primary,no,193,yes,no,2,12,may,89,no
48,services,divorced,secondary,no,201,yes,no,3,12,may,242,no
25,admin.,single,secondary,no,53,yes,no,6,12,may,213,no
25,student,single,secondary,no,14657,yes,no,3,12,may,194,no
44,admin.,single,secondary,no,469,yes,yes,2,12,may,158,no
60,technician,married,secondary,no,-247,yes,no,2,12,may,472,no
40,blue-collar,married,primary,no,2495,yes,no,2,12,may,135,no
34,blue-collar,married,secondary,no,840,yes,no,3,12,may,275,no
35,blue-collar,married,secondary,no,-184,yes,no,2,12,may,155,no
31,blue-collar,married,primary,no,295,yes,no,6,12,may,235,no
41,services,married,secondary,no,0,yes,yes,4,12,may,125,no
46,blue-collar,married,secondary,no,1583,yes,no,5,12,may,175,no
52,blue-collar,married,primary,no,1141,yes,no,5,12,may,22,no
45,blue-collar,married,unknown,no,23,yes,no,4,12,may,134,no
37,technician,married,secondary,no,807,yes,no,3,12,may,807,no
33,admin.,single,secondary,no,422,yes,no,2,12,may,235,no
39,blue-collar,single,secondary,no,631,yes,no,2,12,may,57,no
53,admin.,divorced,secondary,no,28,yes,yes,4,12,may,673,no
43,unemployed,divorced,primary,no,-70,yes,no,2,12,may,124,no
43,blue-collar,married,primary,no,483,yes,no,3,12,may,225,no
43,blue-collar,married,primary,no,250,yes,no,5,12,may,144,no
37,blue-collar,single,tertiary,no,1436,yes,no,2,12,may,177,no
38,blue-collar,single,primary,no,12130,yes,no,2,12,may,455,no
31,blue-collar,single,secondary,no,616,yes,no,3,12,may,185,no
40,services,married,secondary,no,949,yes,no,3,12,may,285,no
42,blue-collar,married,primary,no,159,yes,no,3,12,may,295,no
38,blue-collar,married,primary,no,1455,yes,no,2,12,may,101,no
34,blue-collar,married,primary,no,1309,yes,no,2,12,may,456,no
39,admin.,married,secondary,no,0,no,no,4,12,may,256,no
58,blue-collar,single,primary,no,26,yes,no,4,12,may,600,no
40,blue-collar,married,primary,no,332,yes,no,2,12,may,339,no
37,technician,married,secondary,no,135,yes,no,3,12,may,268,no
43,management,single,tertiary,no,359,yes,no,3,12,may,899,no
46,services,married,secondary,no,2381,yes,no,3,12,may,220,no
40,services,married,secondary,no,56,yes,no,3,12,may,700,no
44,blue-collar,married,secondary,no,199,yes,no,7,12,may,150,no
32,management,single,tertiary,no,933,yes,no,4,12,may,147,no
43,management,married,tertiary,no,1158,yes,no,6,12,may,236,no
40,blue-collar,married,primary,no,1397,yes,no,2,12,may,58,no
46,entrepreneur,married,secondary,no,404,yes,no,7,12,may,1388,no
38,blue-collar,married,secondary,no,0,yes,no,5,13,may,57,no
36,blue-collar,married,primary,no,578,yes,no,2,13,may,130,no
28,technician,single,secondary,no,100,yes,no,5,13,may,70,no
42,blue-collar,married,primary,no,402,no,no,7,13,may,31,no
41,blue-collar,married,primary,no,1356,yes,no,2,13,may,50,no
33,management,married,tertiary,no,331,yes,no,3,13,may,94,no
35,technician,single,secondary,no,399,yes,no,2,13,may,496,yes
36,admin.,divorced,secondary,no,1089,yes,no,5,13,may,83,no
36,blue-collar,married,secondary,no,1383,yes,no,6,13,may,16,no
45,blue-collar,married,primary,no,700,yes,no,4,13,may,29,no
47,housemaid,married,secondary,no,0,yes,no,2,13,may,20,no
43,blue-collar,married,secondary,no,620,yes,no,4,13,may,46,no
28,technician,married,secondary,no,-302,yes,no,4,13,may,152,no
42,blue-collar,single,unknown,no,2835,yes,no,4,13,may,61,no
46,services,married,secondary,no,451,yes,yes,4,13,may,389,no
46,entrepreneur,single,tertiary,no,1410,yes,no,5,13,may,91,no
33,technician,married,secondary,no,241,yes,no,3,13,may,1108,no
40,blue-collar,married,unknown,no,87,yes,no,3,13,may,477,yes
39,blue-collar,married,primary,no,481,no,no,3,13,may,197,no
47,services,married,secondary,no,-553,yes,no,7,13,may,8,no
48,blue-collar,married,secondary,no,709,yes,no,2,13,may,117,no
39,management,married,tertiary,no,942,yes,no,2,13,may,564,no
37,blue-collar,married,primary,no,37,yes,no,2,13,may,24,no
54,retired,divorced,tertiary,no,185,yes,no,6,13,may,413,no
30,management,single,secondary,no,222,yes,no,3,13,may,254,no
57,retired,married,primary,no,13,yes,no,2,13,may,164,no
39,blue-collar,married,primary,no,800,yes,no,5,13,may,53,no
50,housemaid,married,secondary,no,3016,yes,no,5,13,may,65,no
29,student,single,secondary,no,154,yes,no,6,13,may,20,no
48,blue-collar,married,primary,no,3267,yes,no,5,13,may,6,no
38,technician,single,tertiary,no,876,yes,no,7,13,may,5,no
31,admin.,single,tertiary,no,253,yes,no,5,13,may,82,no
30,technician,single,secondary,no,1352,yes,no,4,13,may,321,no
47,blue-collar,single,primary,no,10558,yes,no,3,13,may,81,no
27,technician,married,secondary,no,31,no,no,2,13,may,136,no
41,admin.,single,secondary,no,334,yes,no,4,13,may,14,no
42,admin.,divorced,secondary,no,154,yes,no,2,13,may,133,no
36,blue-collar,married,secondary,no,1088,yes,no,2,13,may,77,no
33,services,married,secondary,no,1078,yes,no,4,13,may,320,no
42,services,married,secondary,no,-141,yes,yes,3,13,may,211,no
43,blue-collar,married,secondary,no,3,yes,no,1,13,may,26,no
47,blue-collar,married,primary,no,1112,yes,no,1,13,may,129,no
34,management,single,tertiary,no,7263,yes,no,1,13,may,38,no
22,student,single,secondary,no,241,yes,no,1,13,may,200,no
40,management,married,tertiary,no,964,yes,no,3,13,may,95,no
57,retired,divorced,secondary,no,-663,yes,no,1,13,may,210,no
27,blue-collar,single,secondary,no,2,no,no,7,13,may,15,no
33,blue-collar,married,secondary,no,20,yes,yes,1,13,may,259,no
40,management,single,tertiary,no,406,yes,no,1,13,may,130,no
50,blue-collar,married,primary,no,-522,yes,no,3,13,may,863,yes
47,services,married,secondary,no,-98,yes,yes,1,13,may,211,no
55,retired,married,secondary,no,918,yes,no,3,13,may,87,no
36,blue-collar,married,primary,no,319,yes,no,2,13,may,774,yes
28,admin.,married,secondary,no,-97,yes,no,1,13,may,129,no
25,blue-collar,single,secondary,no,0,yes,no,9,13,may,44,no
28,management,married,tertiary,no,3589,yes,no,1,13,may,348,no
32,blue-collar,married,secondary,no,944,no,no,2,13,may,231,no
33,admin.,married,secondary,no,17,yes,no,1,13,may,74,no
56,management,divorced,tertiary,no,1263,yes,no,1,13,may,155,no
40,blue-collar,single,secondary,no,82,yes,no,6,13,may,135,no
32,management,single,tertiary,no,7444,yes,yes,1,13,may,22,no
46,blue-collar,married,primary,no,512,no,no,1,13,may,32,no
34,admin.,married,primary,no,412,yes,no,1,13,may,217,no
33,blue-collar,married,primary,no,2000,yes,no,1,13,may,25,no
51,services,single,secondary,no,516,yes,no,1,13,may,370,no
58,blue-collar,married,secondary,no,602,yes,no,1,13,may,201,no
30,technician,single,secondary,no,115,no,no,1,13,may,152,no
36,technician,married,tertiary,no,421,yes,no,5,13,may,793,no
38,services,married,secondary,no,7208,yes,no,1,13,may,66,no
32,services,single,secondary,no,481,yes,no,3,13,may,150,no
47,entrepreneur,married,tertiary,no,0,yes,no,1,13,may,213,no
38,technician,single,secondary,no,864,yes,no,1,13,may,364,no
34,admin.,single,primary,no,286,yes,no,1,13,may,329,no
33,blue-collar,married,primary,no,41,yes,no,1,13,may,173,no
28,blue-collar,single,primary,no,431,yes,no,2,13,may,68,no
54,technician,married,secondary,no,324,yes,no,1,13,may,51,no
38,technician,single,secondary,no,61,yes,no,1,13,may,109,no
33,management,divorced,tertiary,no,312,yes,yes,1,13,may,23,no
31,blue-collar,married,secondary,no,1545,yes,yes,1,13,may,207,no
35,admin.,single,secondary,no,0,yes,no,1,13,may,1073,yes
31,blue-collar,single,secondary,no,397,yes,no,1,13,may,134,no
38,technician,single,secondary,no,8637,yes,no,1,13,may,193,no
42,unemployed,married,primary,yes,-581,yes,no,1,13,may,224,no
27,management,single,tertiary,no,321,yes,no,2,13,may,173,no
32,services,married,secondary,no,413,yes,no,1,13,may,67,no
49,entrepreneur,single,secondary,no,259,no,no,1,13,may,149,no
49,blue-collar,single,secondary,no,725,yes,no,6,13,may,29,no
36,blue-collar,single,secondary,no,478,yes,no,1,13,may,610,yes
37,services,married,secondary,no,393,yes,yes,1,13,may,95,no
37,blue-collar,divorced,secondary,no,719,yes,no,1,13,may,118,no
33,admin.,married,secondary,no,139,yes,yes,1,13,may,84,no
45,blue-collar,married,primary,no,0,yes,no,3,13,may,43,no
28,blue-collar,single,secondary,no,53,yes,no,1,13,may,93,no
42,blue-collar,divorced,secondary,no,-580,yes,yes,1,13,may,172,no
33,self-employed,married,primary,no,61,yes,no,1,13,may,161,no
28,blue-collar,single,secondary,yes,-2,yes,yes,2,13,may,172,no
29,blue-collar,married,secondary,no,912,yes,no,1,13,may,785,no
39,services,married,primary,no,276,yes,yes,1,13,may,628,no
50,management,married,tertiary,no,2809,yes,no,2,13,may,200,no
36,technician,single,secondary,no,2151,yes,no,1,13,may,134,no
30,blue-collar,married,primary,no,25,yes,no,1,13,may,51,no
35,blue-collar,single,primary,no,-276,yes,no,1,13,may,850,yes
31,services,divorced,secondary,no,1301,yes,no,3,13,may,140,no
38,services,single,primary,no,-87,yes,no,1,13,may,531,no
30,services,single,secondary,no,248,yes,no,1,13,may,87,no
51,blue-collar,married,primary,no,40,yes,no,1,13,may,79,no
50,management,divorced,tertiary,no,100,yes,yes,1,13,may,157,no
23,services,married,secondary,no,14,yes,yes,8,13,may,19,no
33,services,married,secondary,no,56,yes,no,9,13,may,9,no
39,blue-collar,married,secondary,no,1419,yes,no,12,13,may,9,no
28,services,married,secondary,no,458,yes,no,11,13,may,19,no
33,blue-collar,married,secondary,no,1905,yes,no,1,13,may,39,no
47,blue-collar,married,primary,no,4227,yes,no,1,13,may,659,yes
46,blue-collar,single,secondary,no,521,yes,no,1,13,may,502,no
42,admin.,single,secondary,no,664,yes,no,1,13,may,113,no
35,blue-collar,married,secondary,no,625,no,no,1,13,may,267,no
48,blue-collar,married,secondary,no,1394,yes,no,10,13,may,30,no
33,management,married,tertiary,no,1195,yes,no,4,13,may,355,no
41,blue-collar,single,secondary,no,925,yes,no,1,13,may,43,no
29,self-employed,single,secondary,no,970,yes,no,1,13,may,240,no
38,blue-collar,married,primary,no,354,yes,no,1,13,may,47,no
39,technician,divorced,secondary,no,807,yes,yes,1,13,may,69,no
55,self-employed,married,tertiary,no,1810,yes,no,1,13,may,296,no
38,management,single,tertiary,no,15030,yes,no,1,13,may,167,no
38,admin.,married,secondary,no,3632,yes,yes,1,13,may,323,no
47,housemaid,single,primary,no,2785,yes,no,1,13,may,570,yes
37,services,single,secondary,no,-111,yes,no,4,13,may,147,no
38,blue-collar,married,primary,no,1401,no,no,1,13,may,516,yes
30,admin.,divorced,secondary,no,55,yes,no,4,13,may,177,no
31,self-employed,single,tertiary,no,1536,yes,no,1,13,may,388,no
59,blue-collar,divorced,secondary,no,61,yes,no,1,13,may,61,no
33,management,single,tertiary,no,0,yes,no,1,13,may,585,yes
58,blue-collar,married,secondary,no,6004,yes,no,1,13,may,133,no
38,blue-collar,married,primary,no,447,yes,no,1,13,may,699,no
35,blue-collar,married,secondary,no,1831,yes,no,2,13,may,96,no
39,technician,single,secondary,no,0,yes,no,7,13,may,6,no
55,management,divorced,tertiary,no,2171,yes,yes,5,13,may,318,no
35,blue-collar,married,secondary,no,233,yes,no,1,13,may,66,no
38,blue-collar,married,primary,no,1852,yes,no,1,13,may,606,yes
39,blue-collar,married,secondary,no,462,yes,no,1,13,may,590,yes
37,services,married,secondary,no,655,no,no,1,13,may,272,no
44,technician,married,tertiary,no,564,yes,no,2,13,may,88,no
44,blue-collar,married,secondary,no,669,yes,no,7,13,may,15,no
31,self-employed,married,secondary,no,131,yes,no,1,13,may,294,no
32,services,married,secondary,no,99,yes,no,3,13,may,152,no
43,housemaid,single,primary,no,800,yes,no,1,13,may,902,yes
55,blue-collar,married,primary,no,-636,yes,no,5,13,may,15,no
39,blue-collar,married,primary,no,157,yes,no,1,13,may,290,no
31,services,single,secondary,no,6737,yes,no,7,13,may,12,no
33,technician,married,secondary,no,221,yes,no,1,13,may,669,yes
44,entrepreneur,married,tertiary,no,1,yes,no,2,13,may,123,no
33,management,divorced,tertiary,no,219,yes,no,1,13,may,93,no
39,management,divorced,tertiary,no,36,no,yes,1,13,may,133,no
57,admin.,single,secondary,no,1615,yes,no,1,13,may,99,no
30,blue-collar,married,secondary,no,975,yes,no,2,13,may,256,no
34,blue-collar,married,secondary,no,1089,yes,no,3,13,may,394,yes
42,blue-collar,married,secondary,no,2157,yes,no,1,13,may,149,no
50,blue-collar,married,primary,no,0,yes,no,1,13,may,131,no
42,unemployed,married,secondary,no,0,yes,no,3,13,may,74,no
45,technician,divorced,tertiary,no,378,yes,yes,2,13,may,67,no
44,unemployed,divorced,secondary,no,2108,yes,no,2,13,may,152,no
49,blue-collar,divorced,unknown,no,39,yes,no,5,13,may,27,no
38,services,single,primary,no,3715,yes,no,2,13,may,41,no
32,blue-collar,married,primary,no,50,yes,no,1,13,may,275,no
42,services,married,secondary,no,0,yes,no,4,13,may,116,no
28,admin.,divorced,secondary,no,451,yes,no,1,13,may,302,yes
33,technician,single,tertiary,no,2565,yes,no,2,13,may,128,no
32,technician,married,secondary,no,-684,yes,no,8,13,may,11,no
48,blue-collar,married,secondary,no,865,yes,no,2,13,may,78,no
41,technician,single,primary,no,340,yes,no,1,13,may,262,no
33,blue-collar,married,secondary,no,308,yes,no,2,13,may,147,no
35,blue-collar,married,secondary,no,323,yes,no,1,13,may,46,no
46,services,married,primary,no,437,yes,no,3,13,may,546,yes
27,admin.,single,secondary,no,456,no,no,1,13,may,104,no
36,blue-collar,married,primary,no,828,no,no,1,13,may,1512,yes
45,entrepreneur,married,primary,no,58,yes,no,3,13,may,119,no
24,student,single,secondary,no,493,yes,no,4,13,may,85,no
32,blue-collar,single,secondary,no,2137,no,no,1,13,may,423,no
50,blue-collar,married,primary,no,953,yes,no,1,13,may,315,no
49,blue-collar,married,secondary,no,119,yes,no,1,13,may,78,no
32,technician,married,tertiary,no,1503,yes,yes,1,13,may,44,no
25,management,single,tertiary,no,1,yes,no,5,13,may,9,no
48,services,single,primary,no,-139,no,no,2,13,may,75,no
43,management,divorced,tertiary,no,497,no,no,1,13,may,66,no
46,admin.,divorced,secondary,no,3201,yes,no,3,13,may,157,no
32,blue-collar,single,primary,no,7,yes,no,1,13,may,109,no
30,blue-collar,married,primary,no,2,yes,yes,6,13,may,7,no
53,admin.,single,secondary,no,233,yes,no,1,13,may,101,no
35,management,single,tertiary,no,2749,no,no,1,13,may,127,no
33,blue-collar,married,secondary,no,780,yes,no,2,13,may,83,no
34,blue-collar,married,secondary,no,496,yes,no,1,13,may,333,yes
33,management,married,secondary,no,350,yes,no,1,13,may,205,no
34,blue-collar,single,secondary,no,2764,yes,no,1,13,may,158,no
45,blue-collar,married,secondary,no,78,yes,no,1,13,may,408,no
36,blue-collar,married,primary,no,0,yes,yes,1,13,may,18,no
52,blue-collar,married,secondary,no,7180,yes,no,1,13,may,276,no
27,services,single,secondary,no,468,yes,no,1,13,may,109,no
50,admin.,married,primary,no,246,yes,no,2,13,may,234,no
37,management,single,tertiary,no,584,yes,no,1,13,may,115,no
39,blue-collar,married,primary,no,3419,yes,no,1,13,may,155,no
35,blue-collar,single,unknown,no,88,no,no,2,13,may,272,no
28,admin.,single,secondary,no,207,yes,no,1,13,may,329,no
27,blue-collar,divorced,secondary,no,0,yes,no,1,13,may,363,no
32,blue-collar,single,secondary,no,681,no,yes,1,13,may,589,no
42,blue-collar,single,secondary,no,1080,yes,yes,3,13,may,951,yes
50,housemaid,married,secondary,no,7317,yes,no,1,13,may,172,no
34,technician,single,secondary,no,2131,yes,no,1,13,may,53,no
29,management,single,tertiary,no,172,yes,no,8,13,may,34,no
53,admin.,married,secondary,no,-1601,no,yes,2,13,may,82,no
40,technician,divorced,secondary,no,-375,yes,no,5,13,may,60,no
39,management,married,tertiary,no,141,yes,no,2,13,may,788,no
27,student,single,secondary,no,268,yes,no,1,13,may,528,no
38,admin.,single,secondary,no,18,no,no,1,13,may,296,no
35,blue-collar,married,secondary,no,247,yes,yes,1,13,may,114,no
35,blue-collar,married,secondary,no,260,yes,no,6,13,may,155,no
35,admin.,married,secondary,no,34,yes,no,2,13,may,249,no
33,management,married,tertiary,no,1064,yes,no,1,13,may,562,yes
40,blue-collar,married,primary,no,328,yes,no,1,13,may,112,no
52,blue-collar,married,secondary,no,33,no,yes,1,13,may,204,no
43,blue-collar,married,primary,no,190,yes,no,2,13,may,168,no
36,services,married,primary,no,413,yes,no,1,13,may,60,no
42,entrepreneur,married,primary,no,759,yes,no,1,13,may,80,no
39,management,married,tertiary,no,297,yes,no,2,13,may,734,yes
37,management,married,tertiary,no,596,yes,no,1,13,may,281,no
51,blue-collar,married,primary,no,864,yes,no,1,13,may,321,no
29,management,single,tertiary,no,0,yes,no,1,13,may,155,no
36,blue-collar,married,secondary,no,1969,yes,yes,1,13,may,87,no
29,blue-collar,married,primary,no,35,yes,no,1,13,may,149,no
28,technician,single,secondary,no,584,yes,no,1,13,may,354,no
42,blue-collar,single,secondary,no,382,yes,no,1,13,may,294,no
29,blue-collar,single,primary,no,215,yes,no,3,13,may,137,no
32,blue-collar,married,secondary,no,1779,yes,no,1,13,may,191,no
35,blue-collar,married,secondary,no,577,no,no,1,13,may,55,no
43,services,married,secondary,no,3409,yes,no,1,13,may,172,no
26,blue-collar,single,secondary,no,8,yes,no,1,13,may,167,no
50,management,married,secondary,no,42,yes,no,2,13,may,85,no
41,blue-collar,married,secondary,no,121,yes,no,6,13,may,16,no
36,management,single,tertiary,no,1129,yes,no,1,13,may,444,no
36,blue-collar,married,secondary,no,418,yes,yes,2,13,may,132,no
40,blue-collar,divorced,primary,no,54,yes,no,5,13,may,10,no
34,management,married,tertiary,no,0,yes,no,2,13,may,324,no
40,blue-collar,married,secondary,no,1023,yes,no,5,13,may,64,no
45,blue-collar,married,primary,no,2523,yes,no,4,13,may,110,no
28,management,single,tertiary,no,4937,yes,no,3,13,may,421,no
36,blue-collar,married,primary,no,1993,yes,yes,1,13,may,174,no
31,admin.,single,secondary,no,387,yes,no,2,13,may,228,no
32,services,single,secondary,no,396,yes,no,4,13,may,257,no
35,blue-collar,divorced,primary,no,289,yes,no,1,13,may,296,no
34,blue-collar,single,secondary,no,-231,yes,no,8,13,may,9,no
39,admin.,married,secondary,no,145,yes,yes,3,13,may,337,no
32,unemployed,married,primary,no,309,yes,no,1,13,may,185,no
38,management,married,tertiary,no,2278,yes,yes,1,13,may,244,no
41,blue-collar,married,secondary,no,0,no,no,4,13,may,104,no
44,blue-collar,married,primary,no,186,yes,no,1,13,may,152,no
32,management,single,secondary,no,-119,yes,no,1,13,may,231,no
44,blue-collar,married,secondary,no,1311,yes,no,1,13,may,184,no
35,blue-collar,married,primary,no,455,yes,no,7,13,may,573,no
34,services,married,secondary,no,1314,yes,no,1,13,may,124,no
31,management,married,tertiary,no,623,yes,no,2,13,may,96,no
33,services,married,secondary,no,107,yes,yes,6,13,may,21,no
49,entrepreneur,married,primary,no,282,yes,yes,1,13,may,99,no
32,blue-collar,single,secondary,no,322,yes,no,3,13,may,233,no
37,management,married,tertiary,no,1852,no,no,2,13,may,117,no
54,blue-collar,single,primary,no,-119,yes,no,1,13,may,261,no
32,management,single,tertiary,no,3,yes,no,1,13,may,568,yes
44,blue-collar,divorced,primary,no,25,yes,no,1,13,may,201,no
45,management,divorced,tertiary,no,2813,yes,no,1,13,may,43,no
37,technician,divorced,secondary,no,2610,yes,no,1,13,may,53,no
40,self-employed,married,primary,no,2077,yes,no,1,13,may,363,no
48,blue-collar,married,secondary,no,-85,yes,no,1,13,may,56,no
43,blue-collar,married,secondary,no,171,yes,no,1,13,may,96,no
52,admin.,married,secondary,no,146,yes,yes,1,13,may,108,no
39,admin.,divorced,secondary,no,-427,yes,no,5,13,may,8,no
58,retired,single,tertiary,no,1411,yes,no,2,13,may,425,no
34,admin.,married,tertiary,no,142,yes,no,1,13,may,459,yes
55,entrepreneur,married,tertiary,no,323,yes,yes,1,13,may,200,no
37,blue-collar,married,secondary,no,387,yes,yes,1,13,may,413,no
25,technician,single,tertiary,no,1954,yes,yes,1,13,may,66,no
53,admin.,married,secondary,no,8892,yes,no,1,13,may,177,no
34,management,single,tertiary,no,76,yes,no,2,13,may,747,yes
47,management,divorced,tertiary,no,-49,yes,no,6,13,may,14,no
34,technician,married,secondary,no,178,yes,no,1,13,may,253,no
32,blue-collar,single,primary,no,398,yes,no,1,13,may,716,yes
36,blue-collar,divorced,secondary,no,52,yes,no,1,13,may,152,no
